Algo,Demand pattern,T,Fixed ordering cost,Proportional ordering cost,Penalty cost,Distribution,Distribution type,Computing time,Cost,s,S,Orders,Inventory
BS,RAND,30,500,0,20,normal,1,1904.379415,10325.22834023758,"[226.2  68.   -0.7 -13.1 204.8 232.3 149.3 196.2 125.8 252.4 198.7  -9.3
 218.2   0.5 194.3  33.4 250.5 152.4  81.3 106.9  -4.7  15.6 167.1 169.4
 157.   76.9 247.9 256.4 179.3 140. ]","[241.40909526  82.40909526  15.40909526 278.51146001 615.1609816
 433.54562006 498.77561512 365.909239   617.16342268 481.16342268
 464.2792838  458.30975783 463.50004791 249.50004791 246.11383454
 616.54943469 574.26533528 358.26533528 225.55914756 150.55914756
 241.54634809 258.18200111 600.31219891 432.31219891 283.81828635
 432.71618022 580.30708496 613.48842106 391.42063203 220.42063203]","[2.41409095e+02 1.14727205e+01 2.16474168e+00 3.29555471e-01
 5.99439765e+02 4.08291954e-01 1.09718125e+02 2.17361871e+02
 5.43392716e+01 3.85455839e+02 4.47562709e+01 4.82597969e+01
 3.02131153e+02 5.43130680e+00 2.95528995e+01 1.40855281e+02
 4.08813778e+02 4.51519358e-03 4.46169912e-01 1.59794458e+01
 1.04714048e+01 3.78807261e+01 4.59006881e+02 7.27135531e+01
 9.02225196e-01 8.67020334e+01 4.17704670e+02 1.37570959e+02
 2.03221709e+02 1.84693114e+01]","[ 82.37734072  26.83941564  19.00695337  15.33731605 411.74737864
 184.18524636 141.93857229 177.33687623  95.71067152 247.12517654
  87.89025608 135.15009417 223.26810875 220.69941619  68.19953168
 165.04659477 357.80537057 222.80382028 148.25599352  58.22239715
  61.69380569  68.56693329 359.56468916 270.26509375 117.14617746
 107.85360323 276.54138903 169.07197174 201.32001938  56.77365452]"
BS,RAND,30,1000,0,20,normal,1,2341.348281,15274.329340631475,"[215.7  58.2  -8.5 -19.8 191.7 229.9 149.3 176.8 125.8 262.7 193.9  -9.3
 218.    0.3 196.8 246.1 250.5 152.4  81.3 100.9 -11.1  12.8 167.1 159.6
 142.4  69.  246.5 256.4 179.3 110.8]","[241.40909526  82.40909526 259.95170474 483.2414724  919.71243865
 726.77561512 498.77561512 784.06865798 617.16342268 893.05402427
 662.30975783 458.30975783 463.50004791 249.50004791 798.54943469
 616.54943469 574.26533528 358.26533528 225.55914756 150.55914756
 631.20878023 624.20878023 600.31219891 432.31219891 551.68476591
 946.42740809 862.48842106 613.48842106 391.42063203 220.42063203]","[2.41409095e+02 9.52662179e+00 1.87872156e+01 1.20312225e+00
 8.41978037e+02 4.66176368e+01 8.80057233e-01 5.74717634e+00
 1.83078504e+02 5.40458575e+02 2.95930353e+01 1.71965485e+01
 9.98973834e+01 2.46439241e-01 1.73332568e+02 3.88354138e+02
 1.89455845e+00 3.72260162e-01 9.91660304e-01 1.62653389e+01
 2.29192159e+01 9.51351639e+01 4.59588050e+02 1.61984035e+00
 1.47766380e+00 1.83610933e+02 6.54153596e+02 1.86951529e+00
 9.79179249e-01 2.01899395e+01]","[ 82.37734072  24.89331698  33.6833286   30.88725806 669.83559214
 488.48280469 337.39806282 161.18167236 208.29469978 514.71194103
 340.31378499 356.51037468 242.39461949 234.64105937 225.92084342
 570.26676349 356.10631953 221.47251421 147.47017784  57.72247452
  73.64169416 137.7692596  429.34818351 268.95487536 116.41139767
 204.02772307 609.16443426 365.99357287 195.99909062  53.1733539 ]"
BS,RAND,30,1500,0,20,normal,1,7978.651478,18697.50907599646,"[199.5  49.3 -15.9 -21.3 191.7 229.9 138.4 176.8 135.8 262.7 193.9  -9.3
 210.1   2.3 196.8 246.1 250.5 152.4  81.3  86.2 -11.1  12.8 167.1 159.6
 128.   69.  246.5 256.4 179.3  85.2]","[ 241.40909526  326.95183727  617.91390203  619.1609816   919.71243865
  726.77561512  936.06865798  784.06865798 1029.05402427  893.05402427
  662.30975783  458.30975783  463.50004791  804.77768957  798.54943469
  616.54943469  574.26533528  358.26533528  225.55914756  150.55914756
  631.20878023  624.20878023  600.31219891  432.31219891 1100.42740809
  946.42740809  862.48842106  613.48842106  391.42063203  220.42063203]","[2.41409095e+02 4.39165388e+01 3.72482880e+01 1.86274762e+01
 6.90804287e+02 1.02109269e+02 1.91239408e+01 5.08810958e+01
 3.30985905e+02 4.58381382e+02 1.41975076e+01 4.30961572e+00
 2.25298761e+01 1.02991972e+00 2.01818654e+02 3.59795395e+02
 2.81598409e+00 6.05398081e-01 1.06103777e+00 1.26423199e+01
 4.53339372e+01 1.07165454e+02 4.28197801e+02 1.72706582e+00
 1.29810636e+00 1.87582430e+02 6.52498791e+02 4.19317154e-02
 9.88528757e-01 1.29198395e+01]","[ 82.37734072  59.28323399  86.53431808 101.1626015  588.9371862
 463.07603101 330.23517265 199.15270166 394.17313067 618.51317895
 428.71949521 432.02915214 240.54588968 233.57581003 253.34168019
 569.12885651 355.88983819 221.48917079 147.55621189  54.18548959
  92.51943051 168.67728604 428.86596173 268.57987905 115.85684392
 207.44466625 610.92657229 365.92812733 195.94299458  45.84715789]"
MCDP,RAND,30,500,0,20,normal,2,5.246259,10875.772721551022,"[166.21800532  59.9238726   -1.00399224 -18.70434524 210.80878238
 238.39417066 149.38678351 200.68126219 119.04886539 255.93935298
 198.86312314 -16.029393   214.78761001  -6.35408865 192.17760826
  20.35028166 229.8847297  137.12309626  74.32883414 101.84249948
  -2.68761724  12.35240696 163.47631733 167.30873927 162.3882781
  76.64197084 252.13945916 264.46059731 187.94537435 144.27822647]","[278.19565487 108.34627609  18.25729065 289.30394478 604.15425797
 467.13513889 518.44980583 399.84116879 647.49233713 552.93667183
 501.69844971 298.8578249  493.6607029  287.04321079 297.06384087
 453.79711113 519.5497982  377.42642365 248.13895226 172.43253708
  50.50956726 269.43421688 580.85040178 454.57247047 312.21327934
 446.2441864  661.14038496 626.90762434 422.98692169 247.3070652 ]","[2.78195655e+02 7.64071960e+00 2.02963933e+00 4.63429253e-03
 5.56217378e+02 1.08634422e+00 1.70683236e+02 1.87551576e+02
 7.07983964e+01 4.13132491e+02 2.20173046e+01 1.96672594e+01
 2.92495986e+02 1.41521125e+01 5.37114761e+01 5.28570395e+01
 3.89801200e+02 1.12425866e+01 2.86887333e+01 5.05617234e+01
 5.05100436e+00 2.46964630e+01 4.92828130e+02 3.73654463e+01
 1.78734573e+01 1.22176383e+02 4.24431892e+02 1.60939453e+02
 1.28301306e+02 5.35002048e+01]","[119.14272815  59.76528349  51.79877995  47.80448403 400.97155063
 174.09426498 192.82513982 198.42569649 133.27099957 312.33376992
 130.35747495 149.02476101 227.49319785 233.64503206 105.27096603
 114.11424972 287.82507225 164.05365674 117.74874789  62.28746084
  60.33823509  54.02220703 378.8306229  254.17106765 118.00704602
 144.18824082 319.58651465 235.4570272  192.79221563  83.26352908]"
MCDP,RAND,30,1000,0,20,normal,2,5.766724,15284.2218768857,"[ 1.57884702e+02  5.07348032e+01 -1.28249806e+01 -3.10629548e+01
  1.86139173e+02  2.29850949e+02  1.41153390e+02  1.61422869e+02
  1.17018584e+02  2.35039597e+02  1.80281450e+02 -2.44686859e+01
  2.12003681e+02 -7.11468216e+00  1.61465210e+02  1.36629786e+01
  2.15951303e+02  1.33307069e+02  7.32431353e+01  9.06492283e+01
 -1.53462035e+01 -6.89860439e-02  1.58681014e+02  1.62495556e+02
  1.44968349e+02  5.73920536e+01  2.34397210e+02  2.58066494e+02
  1.85845846e+02  1.10289924e+02]","[297.65729218 110.24482803 286.02244263 591.13063803 843.07991753
 709.17032347 525.11158905 818.97586527 686.57352905 571.1125267
 655.66703339 501.07104492 518.82161751 292.12341499 734.51463776
 626.88884869 607.5807292  399.10890369 255.70260925 178.585112
  50.51308136 636.07841396 631.02735071 477.50330772 592.70774002
 447.46832943 878.22853117 673.37592831 426.42210388 247.85342445]","[2.97657292e+02 2.56561821e+00 7.84173116e+00 2.49524363e-03
 7.56468735e+02 2.07587919e+01 6.85003897e-01 1.14356450e+02
 2.98593089e+02 1.89712189e+02 3.44825371e+01 2.99226433e+01
 2.99247126e+02 1.29380767e+01 9.37336549e+01 6.39879847e+01
 3.83795777e+02 1.33767753e+01 7.14175772e+00 1.96140549e+01
 3.81336295e+00 3.65331173e+01 5.12029682e+02 2.91436794e+01
 7.03978126e+00 5.52237102e+01 6.79235052e+02 9.22839968e+01
 8.33666218e+00 2.67370496e+01]","[138.60436546  74.15181941  71.99740771  68.00097274 621.41939561
 414.2145576  262.94720082 195.35263134 357.99262651 313.63509513
 144.12403266 173.04670261 258.26627917 263.20407756 174.8521904
 194.82641935 362.53181928 240.89459243 173.04270796  86.6337524
  83.44688525  88.96751142 432.97747968 300.0961575  153.09845987
 112.32698186 542.5284162  389.743473   227.114018    90.82217628]"
MCDP,RAND,30,1500,0,20,normal,2,6.009618,18684.04503492602,"[152.37473288  42.58866682 -23.86948057 -39.91751927 181.38538982
 224.96739346 125.58492    154.62765031 101.69139481 223.99396344
 178.89734934 -24.61135901 196.192137   -26.35589911 155.4132149
  12.31404045 212.07851471 132.43457824  73.12237637  74.05211557
 -25.0374024   -0.69516879 157.70798117 157.17021832 121.30667563
  50.73728371 230.33931275 256.15564314 182.42984327  82.35253342]","[304.07990112 110.48665848 286.27887726 847.28949223 909.49091978
 750.62346573 548.9664917  872.73197918 901.38575678 834.38233166
 674.1498312  504.76981201 521.63260117 293.9932148  817.96743965
 656.36264935 629.44635668 403.76174011 256.48670883 178.92994156
 636.83072634 650.57673597 641.37780962 482.3043457  594.48060379
 974.52100811 912.1438036  684.71604424 428.11383247 248.08424034]","[3.04079901e+02 1.36177164e+00 4.05184534e+00 1.77712760e-02
 8.23619401e+02 1.74750009e+01 5.85532829e-02 3.45910973e+01
 2.64024993e+02 4.69754297e+02 2.63432238e+01 1.84657501e+00
 2.76589715e+01 1.17049736e+01 3.05084264e+02 9.93380173e+01
 2.41815688e+02 6.44215083e+00 4.20060741e+00 1.20201843e+01
 2.87750867e+01 4.83403393e+01 4.56981233e+02 4.65833799e+01
 3.99381685e+00 9.67488330e+01 7.29815398e+02 2.09447861e+01
 4.03215029e+00 1.45658389e+01]","[145.02697441  79.37058178  73.42628426  69.44512532 690.0142141
 479.52558512 327.63177773 180.27185564 308.34375558 544.02833217
 366.37795644 367.22455812 180.85598007 184.56067535 307.55939704
 362.88365853 388.60896943 260.03711813 189.24408335  95.24125723
 117.01611379 134.34396202 423.30548047 307.86385876 157.82019671
 158.57384148 639.35562135 415.23146746 248.29750057  99.83444816]"
BS,RAND,30,500,0,20,normal,2,2342.90735,11625.260972888704,"[ 2.274e+02  6.840e+01 -7.000e-01 -1.370e+01  2.304e+02  2.625e+02
  1.664e+02  2.127e+02  1.412e+02  2.799e+02  2.034e+02 -6.300e+00
  2.301e+02  1.000e-01  2.074e+02  2.799e+02  3.563e+02  2.061e+02
  9.780e+01  1.104e+02 -4.300e+00  1.570e+01  1.932e+02  1.932e+02
  1.761e+02  7.820e+01  2.805e+02  2.883e+02  1.952e+02  1.470e+02]","[247.19130323  88.19130323  16.11157785 314.17298202 631.0757924
 741.01518268 513.01518268 389.8006185  638.52277402 502.52277402
 486.68565509 462.91667675 471.22961187 257.22961187 278.08612181
 620.36932792 579.80493135 363.80493135 235.36631745 160.36631745
  54.36631745 412.23867348 610.36365836 442.36365836 300.68278953
 476.45848533 879.55496159 630.55496159 420.05515305 249.05515305]","[247.19130323  17.49494796   2.90799418   0.63965134 602.2837826
   2.84175557 143.69624251 178.37707345 118.14490313 329.61188886
  60.13841125  51.47862848 262.47871744   8.34259662  52.3981872
 525.05173567   1.41467314   1.77604619   6.85656903  23.11242135
   4.0009437   45.72443177 490.86360848  17.18107587  25.06502607
  93.6391262  637.26395331 106.24957319   9.27973099  38.51260558]","[ 88.13837651  38.61516021  31.52701152  28.16773265 427.40120339
 202.27932909 194.02321092 190.44926497 172.64107475 268.18324296
 124.32805465 174.80670981 223.25787775 223.60019609  93.9128412
 574.95082108 360.27511672 227.03716078 158.90008762  75.98949855
  72.99021214  87.70215282 410.54604722 265.70212152 136.72966869
 134.37360669 522.60394217 383.78457537 222.09818917  97.58190343]"
BS,RAND,30,1000,0,20,normal,2,3836.687233,16267.167196600029,"[ 2.174e+02  5.860e+01 -9.000e+00 -1.440e+01  2.229e+02  2.625e+02
  1.664e+02  2.099e+02  1.412e+02  4.203e+02  2.030e+02  2.128e+02
  2.211e+02 -2.000e-01  2.133e+02  2.799e+02  3.563e+02  2.061e+02
  9.780e+01  1.036e+02 -5.000e+00  1.840e+01  1.932e+02  1.779e+02
  1.521e+02  8.060e+01  2.805e+02  2.883e+02  1.952e+02  1.126e+02]","[247.19130323  88.19130323 281.20648591 635.0757924  928.94285798
 741.01518268 513.01518268 797.91428697 638.52277402 900.56443564
 666.91667675 462.91667675 471.22961187 807.75362704 802.36932792
 620.36932792 579.80493135 363.80493135 235.36631745 160.36631745
 637.72437034 630.72437034 610.36365836 442.36365836 577.75573887
 957.49033714 879.55496159 630.55496159 420.05515305 249.05515305]","[247.19130323  15.74170254  23.22691932  19.56784494 803.41598722
  52.10792883   4.41441301  65.98016306 181.38363177 470.02919336
  41.93659346 111.1123369    1.40147745  11.16435589 253.36526052
 294.81418076   7.24241271   4.14544961   7.96343037  21.50355981
  40.12733826  82.82355859 436.99388834   8.7409524   16.57897431
 244.48339963 568.68362239  16.87195379  10.73000611  30.55058089]","[ 88.13837651  36.86191479  50.09269125  65.66160598 666.02728134
 490.1715803  342.63363263 226.66277629 272.09331472 508.05278742
 345.99578133 456.1081449  243.48207284 246.64615046 317.92586889
 568.72629385 359.87832906 229.00977655 161.97956473  77.46011411
 110.58722226 162.39828977 431.37246403 278.08841486 140.62991027
 289.11812169 608.76812625 380.57114004 220.33502897  87.85671854]"
BS,RAND,30,1500,0,20,normal,2,11696.758744,20358.416542159084,"[208.3  49.3 -14.7 -16.8 222.9 263.9 169.9 209.9 365.3 420.3 203.  210.3
 220.  190.9 213.3 279.9 356.3 206.1  97.8  91.   -5.   18.4 193.2 177.9
 149.6  80.6 280.5 288.3 195.2  84.6]","[ 247.19130323   88.19130323  628.23025304  932.94285798  928.94285798
 1160.7012876   949.91428697  797.91428697 1036.56443564  900.56443564
  666.91667675  462.91667675 1021.75362704  807.75362704  802.36932792
  620.36932792  579.80493135  363.80493135  235.36631745  735.62413534
  637.72437034  630.72437034  610.36365836  442.36365836 1111.49033714
  957.49033714  879.55496159  630.55496159  420.05515305  249.05515305]","[2.47191303e+02 1.36919604e+01 4.96490069e+01 4.50205773e+01
 7.89615314e+02 5.63152418e-01 2.78591668e+01 8.18505756e+01
 6.96049471e+02 3.98112769e+01 1.45241470e+01 3.48887776e+01
 3.03138567e+00 2.09858755e+02 6.11289869e+01 2.77378948e+02
 1.09419996e+01 4.64132562e+00 8.12042429e+00 1.23488556e+02
 5.33816426e+01 7.07344816e+01 3.30907255e+02 8.63548732e+00
 4.14565498e+01 2.55122008e+02 5.51392699e+02 1.22997354e+00
 1.13416665e+01 2.21712258e+01]","[ 88.13837651  34.81217269  74.46503669 115.48668375 702.05168566
 474.65120821 350.55801435 250.45757053 810.55394785 616.29550412
 426.82605158 460.71485589 249.71869206 451.57716835 330.62061316
 563.98580565 358.83742776 228.46475125 161.59153335 179.05707843
 225.43849097 265.16048153 428.04802221 274.65850796 162.07757885
 321.20439836 623.56347932 379.72451287 220.1000622   79.24239664]"
MCDP,SIN1,40,500,0,5,normal,0,6.974956,9053.280493315577,"[ 46.80057568  93.80246477  95.37771236  59.72402073  -4.27950759
 -36.7922322   -9.83620271  33.55469299  56.84372711  97.24249037
  91.18521451  50.96204293  -9.28481061 -33.12770509  -5.8642806
  36.29922161  64.32739808  99.51663279  85.74822379  40.35074018
 -15.22617394 -26.46662229  -0.84163173  38.31508899  73.77294276
  99.10462315  77.62711474  31.02443618 -21.59250442 -21.5402679
   3.87617531  41.15821121  80.51532768 102.36320761  81.17042353
   9.15445361 -28.4271258  -16.30496824  38.85440199  14.94419837]","[287.96634521 408.43816795 264.06968994 145.52770386  73.17368774
 134.15421982 261.00180016 231.91158142 520.72789478 391.07644539
 250.86590424 139.84637375  75.18470459 148.95589294 278.0151495
 242.82451019 505.83666687 375.216045   242.80961761 138.10272293
 181.21749306 168.10298691 298.94217186 256.44607162 486.87765598
 352.63919907 234.89210358 137.93516617 195.06878204 185.5848999
 316.44713593 267.52197971 458.56532764 314.23980255 174.06770325
  77.83674622 210.60163918 204.66473694 189.51874352 130.48799973]","[2.87966345e+02 0.00000000e+00 2.56127428e+02 8.48528418e-04
 2.45057659e-04 0.00000000e+00 3.39286712e+00 2.39992849e+02
 1.00863061e+00 3.82545852e+02 0.00000000e+00 1.46022796e-02
 8.36468117e-02 1.02552728e-02 2.98339818e+01 2.33590125e+02
 1.54068563e+00 3.68092881e+02 0.00000000e+00 6.02115207e-03
 3.94795521e-02 1.21657263e-01 4.07514340e+01 2.43129893e+02
 6.56199193e-01 3.44753707e+02 0.00000000e+00 6.98585306e-03
 1.29617990e-02 3.50692936e-01 8.02507655e+01 2.24993862e+02
 7.96878220e-01 3.07181120e+02 0.00000000e+00 8.48339607e-03
 1.58197136e-01 7.71518771e+00 1.85058777e+02 1.16629711e+00]","[157.9533638    7.9414524  137.0866352   61.09515218  34.09342194
  24.09407053  -8.50889382 143.49276316   8.51865562 242.05134812
 121.0539613   53.06996474  31.15293621  20.16319192   7.99108324
 145.57224364   7.09510441 227.18466016 113.18922269  53.19155265
  35.23103698  21.35097845  12.10105443 151.22672681   7.87304167
 207.63082126 100.62719345  48.62989469  33.64401168  16.99388715
  40.25161726 153.24847818   7.05462089 172.24154157  73.2510473
  28.25959428  16.41703604   3.13310532 123.19272729   5.3681529 ]"
MCDP,SIN1,40,1000,0,5,normal,0,9.495876,12685.82645730722,"[ 40.56535135  88.44804634  82.70596949  44.72701885  -9.51422191
 -41.65322295 -52.83598099 -19.81706915  53.21519431  91.33752987
  76.63535841  34.7224484  -15.57007039 -41.60445966 -58.81297161
  -8.49233904  62.06759517  97.81485574  69.83166145  23.49392501
 -19.10029103 -38.87424371 -61.83381094   2.74248783  70.33767831
  96.81538673  60.66496398  13.72684015 -21.88521737 -36.09034077
 -43.73226034   3.31676282  65.96519461  87.81516808  51.61127769
   3.1667234  -28.42705366 -16.30491661   9.38882202 -85.05621848]","[561.72641373 444.66012955 317.18756638 225.11348877 156.79311562
 134.15340195 261.00180016 619.01865425 541.2734025  423.42095947
 308.3264082  227.05841293 166.54729767 148.95634766 278.01525593
 608.11499577 519.2335207  386.7552042  260.31483917 233.17707596
 181.21735649 168.10253563 298.94211483 601.48993835 504.43143311
 368.8643755  248.14313164 239.70885658 195.06937408 185.58461914
 316.44707603 642.05401421 542.45501709 403.23836975 292.34048538
 247.12820663 210.60132027 204.66427002 189.52025757 130.51358871]","[5.61726414e+02 0.00000000e+00 0.00000000e+00 3.64240311e-04
 3.31076840e-02 1.75980004e-04 0.00000000e+00 1.00891363e+02
 5.21018232e+02 0.00000000e+00 0.00000000e+00 7.97319711e-03
 1.36553040e-01 1.92176144e-04 0.00000000e+00 3.25233410e+02
 2.95540352e+02 0.00000000e+00 0.00000000e+00 4.44154483e-02
 4.49987825e-01 1.18446900e-02 0.00000000e+00 5.61540871e+02
 6.86796184e+01 0.00000000e+00 0.00000000e+00 5.56842284e-02
 5.37113529e-01 8.17452072e-02 1.92444439e+00 6.39821488e+02
 3.70478983e+01 2.13034178e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 5.61984058e-03 3.05345680e+00 0.00000000e+00]","[ 431.71343231  281.70152092  154.71927587   78.72730856   51.75844095
   41.75926552    5.76343405   18.66360533  403.69909957  254.68593994
  133.68855312   65.69792748   43.83380517   32.83399778   -9.17209268
  220.05235306  375.57487982  227.57155504  113.57611756   53.61684183
   36.06683442   22.07696332  -27.92439465  429.61225576  354.28198986
  209.2860622   102.2824344    50.33383401   35.87210274   18.95303047
  -36.11556049  491.70892691  381.76608969  241.90223244  142.91173817
   97.91180176   85.91104639   64.91754779    2.9718493  -116.0190222 ]"
MCDP,SIN1,40,1500,0,5,normal,0,8.10986,15188.280860245191,"[  40.55682988   88.44562816   82.70587677   34.28149399  -42.81097458
 -106.0013437   -87.19334908  -19.87885301   53.1847561    91.32435797
   76.63530061   21.82851815  -50.26832628 -115.02423543  -79.10242902
   -8.56633797   62.04568826   97.77353191   69.7845858     7.76566977
  -59.38348277 -114.61608141  -70.11028532    2.63769672   70.31332887
   96.70961756   60.49330702    0.98193259  -57.49354927 -108.41764812
  -71.10199747    3.01422788   65.92716644   87.81514322   51.61145699
    3.16698706  -28.42717431  -18.8276736   -40.61126326 -185.05619936]","[561.78219109 444.67935333 317.18780975 225.11348877 156.79281235
 134.15534439 647.63425884 619.41552935 541.43969135 423.52819519
 308.33495407 227.05771408 166.54573364 148.95555191 644.55348663
 608.53728647 519.40240002 386.8645689  261.01059341 233.1767189
 181.21687851 654.04428291 645.74552193 602.08986244 504.67310486
 369.11268024 249.52631721 239.70967712 195.0696701  185.58525085
 690.48690996 644.18627663 542.76250916 403.24145203 292.33644791
 247.12744675 210.60187836 204.66442566 189.52306938 130.5176239 ]","[5.61782191e+02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00380972e+02
 5.21717072e+02 0.00000000e+00 0.00000000e+00 1.26279136e-03
 0.00000000e+00 0.00000000e+00 3.62583339e-03 3.23173665e+02
 2.97852251e+02 0.00000000e+00 0.00000000e+00 3.44316822e-03
 2.40774120e-04 0.00000000e+00 1.46408043e-01 5.61583355e+02
 6.92310308e+01 0.00000000e+00 0.00000000e+00 7.90219666e-03
 7.63471998e-04 0.00000000e+00 1.76393037e-01 6.44967773e+02
 3.78068250e+01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.81019968e-03 4.61342238e-04 0.00000000e+00]","[ 431.76920967  281.75729828  154.77505322   78.78272168   51.78074638
   41.78139498    5.7855635    18.17534342  403.90967736  254.89651772
  133.8991309    65.90179485   43.90111951   32.90111994   -9.10134469
  218.0633558   375.89778162  227.89445683  113.89901936   53.89877134
   35.89901689   21.8973011   -27.95764884  429.62148551  354.84263194
  209.84670428  102.84307648   50.84669406   35.84861273   18.84779525
  -37.96884706  495.00192502  385.8180145   243.82381546  144.83332119
   99.83338478   87.83262941   66.83532117    1.83662722 -117.15424428]"
